,fl_visit,place,ym
497,0.0,Bent's_Old_Fort_NHS_(BEOL),2015_06
498,2.0,Bent's_Old_Fort_NHS_(BEOL),2015_07
499,0.0,Bent's_Old_Fort_NHS_(BEOL),2015_08
500,0.0,Bent's_Old_Fort_NHS_(BEOL),2015_09
501,0.0,Bent's_Old_Fort_NHS_(BEOL),2015_10
502,0.0,Bent's_Old_Fort_NHS_(BEOL),2015_11
503,0.0,Bent's_Old_Fort_NHS_(BEOL),2015_12
504,0.0,Bent's_Old_Fort_NHS_(BEOL),2016_01
505,0.0,Bent's_Old_Fort_NHS_(BEOL),2016_02
506,0.0,Bent's_Old_Fort_NHS_(BEOL),2016_03
507,0.0,Bent's_Old_Fort_NHS_(BEOL),2016_04
508,0.0,Bent's_Old_Fort_NHS_(BEOL),2016_05
509,2.0,Bent's_Old_Fort_NHS_(BEOL),2016_06
510,1.0,Bent's_Old_Fort_NHS_(BEOL),2016_07
511,0.0,Bent's_Old_Fort_NHS_(BEOL),2016_08
512,0.0,Bering_Land_Bridge_NPRES_(BELA),2014_01
513,0.0,Bering_Land_Bridge_NPRES_(BELA),2014_02
514,0.0,Bering_Land_Bridge_NPRES_(BELA),2014_03
515,0.0,Bering_Land_Bridge_NPRES_(BELA),2014_04
516,0.0,Bering_Land_Bridge_NPRES_(BELA),2014_05
517,0.0,Bering_Land_Bridge_NPRES_(BELA),2014_06
518,0.0,Bering_Land_Bridge_NPRES_(BELA),2014_07
519,0.0,Bering_Land_Bridge_NPRES_(BELA),2014_08
520,0.0,Bering_Land_Bridge_NPRES_(BELA),2014_09
521,0.0,Bering_Land_Bridge_NPRES_(BELA),2014_10
522,0.0,Bering_Land_Bridge_NPRES_(BELA),2014_11
523,0.0,Bering_Land_Bridge_NPRES_(BELA),2014_12
524,0.0,Bering_Land_Bridge_NPRES_(BELA),2015_01
525,0.0,Bering_Land_Bridge_NPRES_(BELA),2015_02
526,0.0,Bering_Land_Bridge_NPRES_(BELA),2015_03
527,0.0,Bering_Land_Bridge_NPRES_(BELA),2015_04
528,0.0,Bering_Land_Bridge_NPRES_(BELA),2015_05
529,0.0,Bering_Land_Bridge_NPRES_(BELA),2015_06
530,0.0,Bering_Land_Bridge_NPRES_(BELA),2015_07
531,0.0,Bering_Land_Bridge_NPRES_(BELA),2015_08
532,0.0,Bering_Land_Bridge_NPRES_(BELA),2015_09
533,1.0,Bering_Land_Bridge_NPRES_(BELA),2015_10
534,0.0,Bering_Land_Bridge_NPRES_(BELA),2015_11
535,0.0,Bering_Land_Bridge_NPRES_(BELA),2015_12
536,0.0,Bering_Land_Bridge_NPRES_(BELA),2016_01
537,0.0,Bering_Land_Bridge_NPRES_(BELA),2016_02
538,0.0,Bering_Land_Bridge_NPRES_(BELA),2016_03
539,0.0,Bering_Land_Bridge_NPRES_(BELA),2016_04
540,0.0,Bering_Land_Bridge_NPRES_(BELA),2016_05
541,0.0,Bering_Land_Bridge_NPRES_(BELA),2016_06
542,0.0,Bering_Land_Bridge_NPRES_(BELA),2016_07
543,0.0,Bering_Land_Bridge_NPRES_(BELA),2016_08
544,15.0,Big_Bend_NP_(BIBE),2014_01
545,7.0,Big_Bend_NP_(BIBE),2014_02
546,18.0,Big_Bend_NP_(BIBE),2014_03
547,25.0,Big_Bend_NP_(BIBE),2014_04
548,13.0,Big_Bend_NP_(BIBE),2014_05
549,11.0,Big_Bend_NP_(BIBE),2014_06
550,9.0,Big_Bend_NP_(BIBE),2014_07
551,7.0,Big_Bend_NP_(BIBE),2014_08
552,9.0,Big_Bend_NP_(BIBE),2014_09
553,20.0,Big_Bend_NP_(BIBE),2014_10
554,14.0,Big_Bend_NP_(BIBE),2014_11
555,18.0,Big_Bend_NP_(BIBE),2014_12
556,1.0,Big_Bend_NP_(BIBE),2015_01
557,6.0,Big_Bend_NP_(BIBE),2015_02
558,16.0,Big_Bend_NP_(BIBE),2015_03
559,42.0,Big_Bend_NP_(BIBE),2015_04
560,22.0,Big_Bend_NP_(BIBE),2015_05
561,13.0,Big_Bend_NP_(BIBE),2015_06
562,6.0,Big_Bend_NP_(BIBE),2015_07
563,10.0,Big_Bend_NP_(BIBE),2015_08
564,17.0,Big_Bend_NP_(BIBE),2015_09
565,17.0,Big_Bend_NP_(BIBE),2015_10
566,27.0,Big_Bend_NP_(BIBE),2015_11
567,25.0,Big_Bend_NP_(BIBE),2015_12
568,17.0,Big_Bend_NP_(BIBE),2016_01
569,21.0,Big_Bend_NP_(BIBE),2016_02
570,29.0,Big_Bend_NP_(BIBE),2016_03
571,24.0,Big_Bend_NP_(BIBE),2016_04
572,23.0,Big_Bend_NP_(BIBE),2016_05
573,13.0,Big_Bend_NP_(BIBE),2016_06
574,10.0,Big_Bend_NP_(BIBE),2016_07
575,9.0,Big_Bend_NP_(BIBE),2016_08
576,10.0,Big_Cypress_NPRES_(BICY),2014_01
577,12.0,Big_Cypress_NPRES_(BICY),2014_02
578,8.0,Big_Cypress_NPRES_(BICY),2014_03
579,11.0,Big_Cypress_NPRES_(BICY),2014_04
580,10.0,Big_Cypress_NPRES_(BICY),2014_05
581,2.0,Big_Cypress_NPRES_(BICY),2014_06
582,15.0,Big_Cypress_NPRES_(BICY),2014_07
583,7.0,Big_Cypress_NPRES_(BICY),2014_08
584,3.0,Big_Cypress_NPRES_(BICY),2014_09
585,8.0,Big_Cypress_NPRES_(BICY),2014_10
586,10.0,Big_Cypress_NPRES_(BICY),2014_11
587,10.0,Big_Cypress_NPRES_(BICY),2014_12
588,13.0,Big_Cypress_NPRES_(BICY),2015_01
589,8.0,Big_Cypress_NPRES_(BICY),2015_02
590,23.0,Big_Cypress_NPRES_(BICY),2015_03
591,2.0,Big_Cypress_NPRES_(BICY),2015_04
592,19.0,Big_Cypress_NPRES_(BICY),2015_05
593,9.0,Big_Cypress_NPRES_(BICY),2015_06
594,5.0,Big_Cypress_NPRES_(BICY),2015_07
595,5.0,Big_Cypress_NPRES_(BICY),2015_08
596,5.0,Big_Cypress_NPRES_(BICY),2015_09
597,7.0,Big_Cypress_NPRES_(BICY),2015_10
598,9.0,Big_Cypress_NPRES_(BICY),2015_11
599,10.0,Big_Cypress_NPRES_(BICY),2015_12
600,9.0,Big_Cypress_NPRES_(BICY),2016_01
601,6.0,Big_Cypress_NPRES_(BICY),2016_02
602,10.0,Big_Cypress_NPRES_(BICY),2016_03
603,6.0,Big_Cypress_NPRES_(BICY),2016_04
604,6.0,Big_Cypress_NPRES_(BICY),2016_05
605,2.0,Big_Cypress_NPRES_(BICY),2016_06
606,4.0,Big_Cypress_NPRES_(BICY),2016_07
607,4.0,Big_Cypress_NPRES_(BICY),2016_08
608,0.0,Big_Hole_NB_(BIHO),2014_01
609,0.0,Big_Hole_NB_(BIHO),2014_02
610,0.0,Big_Hole_NB_(BIHO),2014_03
611,0.0,Big_Hole_NB_(BIHO),2014_04
612,0.0,Big_Hole_NB_(BIHO),2014_05
613,0.0,Big_Hole_NB_(BIHO),2014_06
614,3.0,Big_Hole_NB_(BIHO),2014_07
615,1.0,Big_Hole_NB_(BIHO),2014_08
616,0.0,Big_Hole_NB_(BIHO),2014_09
617,0.0,Big_Hole_NB_(BIHO),2014_10
618,0.0,Big_Hole_NB_(BIHO),2014_11
619,0.0,Big_Hole_NB_(BIHO),2014_12
620,0.0,Big_Hole_NB_(BIHO),2015_01
621,0.0,Big_Hole_NB_(BIHO),2015_02
622,0.0,Big_Hole_NB_(BIHO),2015_03
623,0.0,Big_Hole_NB_(BIHO),2015_04
624,0.0,Big_Hole_NB_(BIHO),2015_05
625,0.0,Big_Hole_NB_(BIHO),2015_06
626,0.0,Big_Hole_NB_(BIHO),2015_07
627,1.0,Big_Hole_NB_(BIHO),2015_08
628,0.0,Big_Hole_NB_(BIHO),2015_09
629,0.0,Big_Hole_NB_(BIHO),2015_10
630,0.0,Big_Hole_NB_(BIHO),2015_11
631,0.0,Big_Hole_NB_(BIHO),2015_12
632,0.0,Big_Hole_NB_(BIHO),2016_01
633,0.0,Big_Hole_NB_(BIHO),2016_02
634,0.0,Big_Hole_NB_(BIHO),2016_03
635,0.0,Big_Hole_NB_(BIHO),2016_04
636,2.0,Big_Hole_NB_(BIHO),2016_05
637,1.0,Big_Hole_NB_(BIHO),2016_06
638,0.0,Big_Hole_NB_(BIHO),2016_07
639,0.0,Big_Hole_NB_(BIHO),2016_08
640,2.0,Big_South_Fork_NRRA_(BISO),2014_01
641,0.0,Big_South_Fork_NRRA_(BISO),2014_02
642,0.0,Big_South_Fork_NRRA_(BISO),2014_03
643,0.0,Big_South_Fork_NRRA_(BISO),2014_04
644,2.0,Big_South_Fork_NRRA_(BISO),2014_05
645,0.0,Big_South_Fork_NRRA_(BISO),2014_06
646,4.0,Big_South_Fork_NRRA_(BISO),2014_07
647,0.0,Big_South_Fork_NRRA_(BISO),2014_08
648,0.0,Big_South_Fork_NRRA_(BISO),2014_09
649,0.0,Big_South_Fork_NRRA_(BISO),2014_10
650,0.0,Big_South_Fork_NRRA_(BISO),2014_11
651,1.0,Big_South_Fork_NRRA_(BISO),2014_12
652,1.0,Big_South_Fork_NRRA_(BISO),2015_01
653,0.0,Big_South_Fork_NRRA_(BISO),2015_02
654,0.0,Big_South_Fork_NRRA_(BISO),2015_03
655,1.0,Big_South_Fork_NRRA_(BISO),2015_04
656,4.0,Big_South_Fork_NRRA_(BISO),2015_05
657,0.0,Big_South_Fork_NRRA_(BISO),2015_06
658,2.0,Big_South_Fork_NRRA_(BISO),2015_07
659,0.0,Big_South_Fork_NRRA_(BISO),2015_08
660,0.0,Big_South_Fork_NRRA_(BISO),2015_09
661,1.0,Big_South_Fork_NRRA_(BISO),2015_10
662,1.0,Big_South_Fork_NRRA_(BISO),2015_11
663,1.0,Big_South_Fork_NRRA_(BISO),2015_12
664,0.0,Big_South_Fork_NRRA_(BISO),2016_01
665,1.0,Big_South_Fork_NRRA_(BISO),2016_02
666,0.0,Big_South_Fork_NRRA_(BISO),2016_03
667,2.0,Big_South_Fork_NRRA_(BISO),2016_04
668,1.0,Big_South_Fork_NRRA_(BISO),2016_05
669,1.0,Big_South_Fork_NRRA_(BISO),2016_06
670,0.0,Big_South_Fork_NRRA_(BISO),2016_07
671,1.0,Big_South_Fork_NRRA_(BISO),2016_08
672,0.0,Bighorn_Canyon_NRA,2014_01
673,0.0,Bighorn_Canyon_NRA,2014_02
674,1.0,Bighorn_Canyon_NRA,2014_03
675,0.0,Bighorn_Canyon_NRA,2014_04
676,0.0,Bighorn_Canyon_NRA,2014_05
677,1.0,Bighorn_Canyon_NRA,2014_06
678,1.0,Bighorn_Canyon_NRA,2014_07
679,2.0,Bighorn_Canyon_NRA,2014_08
680,2.0,Bighorn_Canyon_NRA,2014_09
681,0.0,Bighorn_Canyon_NRA,2014_10
682,0.0,Bighorn_Canyon_NRA,2014_11
683,0.0,Bighorn_Canyon_NRA,2014_12
684,0.0,Bighorn_Canyon_NRA,2015_01
685,0.0,Bighorn_Canyon_NRA,2015_02
686,0.0,Bighorn_Canyon_NRA,2015_03
687,1.0,Bighorn_Canyon_NRA,2015_04
688,2.0,Bighorn_Canyon_NRA,2015_05
689,2.0,Bighorn_Canyon_NRA,2015_06
690,2.0,Bighorn_Canyon_NRA,2015_07
691,1.0,Bighorn_Canyon_NRA,2015_08
692,0.0,Bighorn_Canyon_NRA,2015_09
693,2.0,Bighorn_Canyon_NRA,2015_10
694,0.0,Bighorn_Canyon_NRA,2015_11
695,1.0,Bighorn_Canyon_NRA,2015_12
696,0.0,Bighorn_Canyon_NRA,2016_01
697,0.0,Bighorn_Canyon_NRA,2016_02
698,0.0,Bighorn_Canyon_NRA,2016_03
699,0.0,Bighorn_Canyon_NRA,2016_04
700,0.0,Bighorn_Canyon_NRA,2016_05
701,0.0,Bighorn_Canyon_NRA,2016_06
702,2.0,Bighorn_Canyon_NRA,2016_07
703,2.0,Bighorn_Canyon_NRA,2016_08
704,2.0,Biscayne_NP,2014_01
705,3.0,Biscayne_NP,2014_02
706,3.0,Biscayne_NP,2014_03
707,3.0,Biscayne_NP,2014_04
708,3.0,Biscayne_NP,2014_05
709,5.0,Biscayne_NP,2014_06
710,1.0,Biscayne_NP,2014_07
711,1.0,Biscayne_NP,2014_08
712,0.0,Biscayne_NP,2014_09
713,4.0,Biscayne_NP,2014_10
714,0.0,Biscayne_NP,2014_11
715,1.0,Biscayne_NP,2014_12
716,5.0,Biscayne_NP,2015_01
717,0.0,Biscayne_NP,2015_02
718,0.0,Biscayne_NP,2015_03
719,5.0,Biscayne_NP,2015_04
720,5.0,Biscayne_NP,2015_05
721,2.0,Biscayne_NP,2015_06
722,1.0,Biscayne_NP,2015_07
723,5.0,Biscayne_NP,2015_08
724,2.0,Biscayne_NP,2015_09
725,10.0,Biscayne_NP,2015_10
726,2.0,Biscayne_NP,2015_11
727,3.0,Biscayne_NP,2015_12
728,8.0,Biscayne_NP,2016_01
729,4.0,Biscayne_NP,2016_02
730,4.0,Biscayne_NP,2016_03
731,1.0,Biscayne_NP,2016_04
732,1.0,Biscayne_NP,2016_05
733,0.0,Biscayne_NP,2016_06
734,2.0,Biscayne_NP,2016_07
735,2.0,Biscayne_NP,2016_08
736,0.0,Black_Canyon_of_the_Gunnison_NP,2014_01
737,1.0,Black_Canyon_of_the_Gunnison_NP,2014_02
738,0.0,Black_Canyon_of_the_Gunnison_NP,2014_03
739,4.0,Black_Canyon_of_the_Gunnison_NP,2014_04
740,11.0,Black_Canyon_of_the_Gunnison_NP,2014_05
741,8.0,Black_Canyon_of_the_Gunnison_NP,2014_06
742,7.0,Black_Canyon_of_the_Gunnison_NP,2014_07
743,8.0,Black_Canyon_of_the_Gunnison_NP,2014_08
744,5.0,Black_Canyon_of_the_Gunnison_NP,2014_09
745,6.0,Black_Canyon_of_the_Gunnison_NP,2014_10
746,1.0,Black_Canyon_of_the_Gunnison_NP,2014_11
747,0.0,Black_Canyon_of_the_Gunnison_NP,2014_12
748,0.0,Black_Canyon_of_the_Gunnison_NP,2015_01
749,1.0,Black_Canyon_of_the_Gunnison_NP,2015_02
750,2.0,Black_Canyon_of_the_Gunnison_NP,2015_03
751,3.0,Black_Canyon_of_the_Gunnison_NP,2015_04
752,6.0,Black_Canyon_of_the_Gunnison_NP,2015_05
753,6.0,Black_Canyon_of_the_Gunnison_NP,2015_06
754,5.0,Black_Canyon_of_the_Gunnison_NP,2015_07
755,4.0,Black_Canyon_of_the_Gunnison_NP,2015_08
756,7.0,Black_Canyon_of_the_Gunnison_NP,2015_09
757,5.0,Black_Canyon_of_the_Gunnison_NP,2015_10
758,1.0,Black_Canyon_of_the_Gunnison_NP,2015_11
759,1.0,Black_Canyon_of_the_Gunnison_NP,2015_12
760,0.0,Black_Canyon_of_the_Gunnison_NP,2016_01
761,0.0,Black_Canyon_of_the_Gunnison_NP,2016_02
762,1.0,Black_Canyon_of_the_Gunnison_NP,2016_03
763,0.0,Black_Canyon_of_the_Gunnison_NP,2016_04
764,4.0,Black_Canyon_of_the_Gunnison_NP,2016_05
765,8.0,Black_Canyon_of_the_Gunnison_NP,2016_06
766,15.0,Black_Canyon_of_the_Gunnison_NP,2016_07
767,6.0,Black_Canyon_of_the_Gunnison_NP,2016_08
768,4.0,Blue_Ridge_PKWY,2014_01
769,11.0,Blue_Ridge_PKWY,2014_02
770,17.0,Blue_Ridge_PKWY,2014_03
771,20.0,Blue_Ridge_PKWY,2014_04
772,47.0,Blue_Ridge_PKWY,2014_05
773,32.0,Blue_Ridge_PKWY,2014_06
774,44.0,Blue_Ridge_PKWY,2014_07
775,24.0,Blue_Ridge_PKWY,2014_08
776,37.0,Blue_Ridge_PKWY,2014_09
777,118.0,Blue_Ridge_PKWY,2014_10
778,12.0,Blue_Ridge_PKWY,2014_11
779,10.0,Blue_Ridge_PKWY,2014_12
780,12.0,Blue_Ridge_PKWY,2015_01
781,13.0,Blue_Ridge_PKWY,2015_02
782,21.0,Blue_Ridge_PKWY,2015_03
783,28.0,Blue_Ridge_PKWY,2015_04
784,78.0,Blue_Ridge_PKWY,2015_05
785,50.0,Blue_Ridge_PKWY,2015_06
786,49.0,Blue_Ridge_PKWY,2015_07
787,33.0,Blue_Ridge_PKWY,2015_08
788,34.0,Blue_Ridge_PKWY,2015_09
789,95.0,Blue_Ridge_PKWY,2015_10
790,22.0,Blue_Ridge_PKWY,2015_11
791,13.0,Blue_Ridge_PKWY,2015_12
792,8.0,Blue_Ridge_PKWY,2016_01
793,6.0,Blue_Ridge_PKWY,2016_02
794,10.0,Blue_Ridge_PKWY,2016_03
795,27.0,Blue_Ridge_PKWY,2016_04
796,61.0,Blue_Ridge_PKWY,2016_05
797,31.0,Blue_Ridge_PKWY,2016_06
798,40.0,Blue_Ridge_PKWY,2016_07
799,27.0,Blue_Ridge_PKWY,2016_08
800,0.0,Brown_v._Board_of_Education_NHS,2014_01
801,0.0,Brown_v._Board_of_Education_NHS,2014_02
802,0.0,Brown_v._Board_of_Education_NHS,2014_03
803,0.0,Brown_v._Board_of_Education_NHS,2014_04
804,0.0,Brown_v._Board_of_Education_NHS,2014_05
805,0.0,Brown_v._Board_of_Education_NHS,2014_06
806,0.0,Brown_v._Board_of_Education_NHS,2014_07
807,0.0,Brown_v._Board_of_Education_NHS,2014_08
808,0.0,Brown_v._Board_of_Education_NHS,2014_09
809,0.0,Brown_v._Board_of_Education_NHS,2014_10
810,0.0,Brown_v._Board_of_Education_NHS,2014_11
811,0.0,Brown_v._Board_of_Education_NHS,2014_12
812,0.0,Brown_v._Board_of_Education_NHS,2015_01
813,0.0,Brown_v._Board_of_Education_NHS,2015_02
814,0.0,Brown_v._Board_of_Education_NHS,2015_03
815,1.0,Brown_v._Board_of_Education_NHS,2015_04
816,0.0,Brown_v._Board_of_Education_NHS,2015_05
817,0.0,Brown_v._Board_of_Education_NHS,2015_06
818,0.0,Brown_v._Board_of_Education_NHS,2015_07
819,0.0,Brown_v._Board_of_Education_NHS,2015_08
820,0.0,Brown_v._Board_of_Education_NHS,2015_09
821,0.0,Brown_v._Board_of_Education_NHS,2015_10
822,0.0,Brown_v._Board_of_Education_NHS,2015_11
823,1.0,Brown_v._Board_of_Education_NHS,2015_12
824,0.0,Brown_v._Board_of_Education_NHS,2016_01
825,0.0,Brown_v._Board_of_Education_NHS,2016_02
826,0.0,Brown_v._Board_of_Education_NHS,2016_03
827,0.0,Brown_v._Board_of_Education_NHS,2016_04
828,0.0,Brown_v._Board_of_Education_NHS,2016_05
829,1.0,Brown_v._Board_of_Education_NHS,2016_06
830,0.0,Brown_v._Board_of_Education_NHS,2016_07
831,0.0,Brown_v._Board_of_Education_NHS,2016_08
832,0.0,Brown_v._Board_of_Education_NHS_[larger],2014_01
833,0.0,Brown_v._Board_of_Education_NHS_[larger],2014_02
834,0.0,Brown_v._Board_of_Education_NHS_[larger],2014_03
835,0.0,Brown_v._Board_of_Education_NHS_[larger],2014_04
836,0.0,Brown_v._Board_of_Education_NHS_[larger],2014_05
837,0.0,Brown_v._Board_of_Education_NHS_[larger],2014_06
838,0.0,Brown_v._Board_of_Education_NHS_[larger],2014_07
839,0.0,Brown_v._Board_of_Education_NHS_[larger],2014_08
840,0.0,Brown_v._Board_of_Education_NHS_[larger],2014_09
841,1.0,Brown_v._Board_of_Education_NHS_[larger],2014_10
842,0.0,Brown_v._Board_of_Education_NHS_[larger],2014_11
843,0.0,Brown_v._Board_of_Education_NHS_[larger],2014_12
844,0.0,Brown_v._Board_of_Education_NHS_[larger],2015_01
845,0.0,Brown_v._Board_of_Education_NHS_[larger],2015_02
846,0.0,Brown_v._Board_of_Education_NHS_[larger],2015_03
847,2.0,Brown_v._Board_of_Education_NHS_[larger],2015_04
848,0.0,Brown_v._Board_of_Education_NHS_[larger],2015_05
849,0.0,Brown_v._Board_of_Education_NHS_[larger],2015_06
850,0.0,Brown_v._Board_of_Education_NHS_[larger],2015_07
851,0.0,Brown_v._Board_of_Education_NHS_[larger],2015_08
852,0.0,Brown_v._Board_of_Education_NHS_[larger],2015_09
853,0.0,Brown_v._Board_of_Education_NHS_[larger],2015_10
854,0.0,Brown_v._Board_of_Education_NHS_[larger],2015_11
855,1.0,Brown_v._Board_of_Education_NHS_[larger],2015_12
856,0.0,Brown_v._Board_of_Education_NHS_[larger],2016_01
857,0.0,Brown_v._Board_of_Education_NHS_[larger],2016_02
858,0.0,Brown_v._Board_of_Education_NHS_[larger],2016_03
859,0.0,Brown_v._Board_of_Education_NHS_[larger],2016_04
860,0.0,Brown_v._Board_of_Education_NHS_[larger],2016_05
861,1.0,Brown_v._Board_of_Education_NHS_[larger],2016_06
862,0.0,Brown_v._Board_of_Education_NHS_[larger],2016_07
863,0.0,Brown_v._Board_of_Education_NHS_[larger],2016_08
864,19.0,Bryce_Canyon_NP,2014_01
865,17.0,Bryce_Canyon_NP,2014_02
866,15.0,Bryce_Canyon_NP,2014_03
867,47.0,Bryce_Canyon_NP,2014_04
868,59.0,Bryce_Canyon_NP,2014_05
869,51.0,Bryce_Canyon_NP,2014_06
870,41.0,Bryce_Canyon_NP,2014_07
871,34.0,Bryce_Canyon_NP,2014_08
872,51.0,Bryce_Canyon_NP,2014_09
873,53.0,Bryce_Canyon_NP,2014_10
874,29.0,Bryce_Canyon_NP,2014_11
875,25.0,Bryce_Canyon_NP,2014_12
876,16.0,Bryce_Canyon_NP,2015_01
877,13.0,Bryce_Canyon_NP,2015_02
878,38.0,Bryce_Canyon_NP,2015_03
879,38.0,Bryce_Canyon_NP,2015_04
880,83.0,Bryce_Canyon_NP,2015_05
881,59.0,Bryce_Canyon_NP,2015_06
882,32.0,Bryce_Canyon_NP,2015_07
883,49.0,Bryce_Canyon_NP,2015_08
884,57.0,Bryce_Canyon_NP,2015_09
885,51.0,Bryce_Canyon_NP,2015_10
886,28.0,Bryce_Canyon_NP,2015_11
887,16.0,Bryce_Canyon_NP,2015_12
888,14.0,Bryce_Canyon_NP,2016_01
889,17.0,Bryce_Canyon_NP,2016_02
890,22.0,Bryce_Canyon_NP,2016_03
891,29.0,Bryce_Canyon_NP,2016_04
892,46.0,Bryce_Canyon_NP,2016_05
893,32.0,Bryce_Canyon_NP,2016_06
894,16.0,Bryce_Canyon_NP,2016_07
895,29.0,Bryce_Canyon_NP,2016_08
896,1.0,Buck_Island_Reef_NM,2014_01
897,1.0,Buck_Island_Reef_NM,2014_02
898,0.0,Buck_Island_Reef_NM,2014_03
899,0.0,Buck_Island_Reef_NM,2014_04
900,1.0,Buck_Island_Reef_NM,2014_05
901,0.0,Buck_Island_Reef_NM,2014_06
902,0.0,Buck_Island_Reef_NM,2014_07
903,0.0,Buck_Island_Reef_NM,2014_08
904,0.0,Buck_Island_Reef_NM,2014_09
905,0.0,Buck_Island_Reef_NM,2014_10
906,0.0,Buck_Island_Reef_NM,2014_11
907,1.0,Buck_Island_Reef_NM,2014_12
908,0.0,Buck_Island_Reef_NM,2015_01
909,0.0,Buck_Island_Reef_NM,2015_02
910,0.0,Buck_Island_Reef_NM,2015_03
911,0.0,Buck_Island_Reef_NM,2015_04
912,0.0,Buck_Island_Reef_NM,2015_05
913,0.0,Buck_Island_Reef_NM,2015_06
914,0.0,Buck_Island_Reef_NM,2015_07
915,0.0,Buck_Island_Reef_NM,2015_08
916,0.0,Buck_Island_Reef_NM,2015_09
917,0.0,Buck_Island_Reef_NM,2015_10
918,0.0,Buck_Island_Reef_NM,2015_11
919,0.0,Buck_Island_Reef_NM,2015_12
920,0.0,Buck_Island_Reef_NM,2016_01
921,0.0,Buck_Island_Reef_NM,2016_02
922,0.0,Buck_Island_Reef_NM,2016_03
923,0.0,Buck_Island_Reef_NM,2016_04
924,0.0,Buck_Island_Reef_NM,2016_05
925,0.0,Buck_Island_Reef_NM,2016_06
926,0.0,Buck_Island_Reef_NM,2016_07
927,0.0,Buck_Island_Reef_NM,2016_08
928,3.0,Buffalo_NR,2014_01
929,2.0,Buffalo_NR,2014_02
930,0.0,Buffalo_NR,2014_03
931,4.0,Buffalo_NR,2014_04
932,5.0,Buffalo_NR,2014_05
933,4.0,Buffalo_NR,2014_06
934,2.0,Buffalo_NR,2014_07
935,1.0,Buffalo_NR,2014_08
936,2.0,Buffalo_NR,2014_09
937,5.0,Buffalo_NR,2014_10
938,9.0,Buffalo_NR,2014_11
939,0.0,Buffalo_NR,2014_12
940,0.0,Buffalo_NR,2015_01
941,0.0,Buffalo_NR,2015_02
942,8.0,Buffalo_NR,2015_03
943,13.0,Buffalo_NR,2015_04
944,3.0,Buffalo_NR,2015_05
945,8.0,Buffalo_NR,2015_06
946,5.0,Buffalo_NR,2015_07
947,5.0,Buffalo_NR,2015_08
948,8.0,Buffalo_NR,2015_09
949,8.0,Buffalo_NR,2015_10
950,7.0,Buffalo_NR,2015_11
951,3.0,Buffalo_NR,2015_12
952,0.0,Buffalo_NR,2016_01
953,2.0,Buffalo_NR,2016_02
954,2.0,Buffalo_NR,2016_03
955,8.0,Buffalo_NR,2016_04
956,4.0,Buffalo_NR,2016_05
957,7.0,Buffalo_NR,2016_06
958,0.0,Buffalo_NR,2016_07
959,2.0,Buffalo_NR,2016_08
960,9.0,Cabrillo_NM,2014_01
961,14.0,Cabrillo_NM,2014_02
962,10.0,Cabrillo_NM,2014_03
963,9.0,Cabrillo_NM,2014_04
964,4.0,Cabrillo_NM,2014_05
965,7.0,Cabrillo_NM,2014_06
966,4.0,Cabrillo_NM,2014_07
967,8.0,Cabrillo_NM,2014_08
968,11.0,Cabrillo_NM,2014_09
969,7.0,Cabrillo_NM,2014_10
970,10.0,Cabrillo_NM,2014_11
971,9.0,Cabrillo_NM,2014_12
972,6.0,Cabrillo_NM,2015_01
973,13.0,Cabrillo_NM,2015_02
974,6.0,Cabrillo_NM,2015_03
975,11.0,Cabrillo_NM,2015_04
976,7.0,Cabrillo_NM,2015_05
977,10.0,Cabrillo_NM,2015_06
978,6.0,Cabrillo_NM,2015_07
979,8.0,Cabrillo_NM,2015_08
980,6.0,Cabrillo_NM,2015_09
981,3.0,Cabrillo_NM,2015_10
982,5.0,Cabrillo_NM,2015_11
983,13.0,Cabrillo_NM,2015_12
984,8.0,Cabrillo_NM,2016_01
985,8.0,Cabrillo_NM,2016_02
986,5.0,Cabrillo_NM,2016_03
987,5.0,Cabrillo_NM,2016_04
988,4.0,Cabrillo_NM,2016_05
989,8.0,Cabrillo_NM,2016_06
990,4.0,Cabrillo_NM,2016_07
991,7.0,Cabrillo_NM,2016_08
992,0.0,Canyon_de_Chelly_NM,2014_01
993,0.0,Canyon_de_Chelly_NM,2014_02
994,7.0,Canyon_de_Chelly_NM,2014_03
995,1.0,Canyon_de_Chelly_NM,2014_04
996,11.0,Canyon_de_Chelly_NM,2014_05
997,5.0,Canyon_de_Chelly_NM,2014_06
998,3.0,Canyon_de_Chelly_NM,2014_07
999,2.0,Canyon_de_Chelly_NM,2014_08
1000,5.0,Canyon_de_Chelly_NM,2014_09
1001,4.0,Canyon_de_Chelly_NM,2014_10
1002,4.0,Canyon_de_Chelly_NM,2014_11
1003,0.0,Canyon_de_Chelly_NM,2014_12
1004,4.0,Canyon_de_Chelly_NM,2015_01
1005,1.0,Canyon_de_Chelly_NM,2015_02
1006,3.0,Canyon_de_Chelly_NM,2015_03
1007,0.0,Canyon_de_Chelly_NM,2015_04
1008,5.0,Canyon_de_Chelly_NM,2015_05
1009,3.0,Canyon_de_Chelly_NM,2015_06
1010,2.0,Canyon_de_Chelly_NM,2015_07
1011,2.0,Canyon_de_Chelly_NM,2015_08
1012,8.0,Canyon_de_Chelly_NM,2015_09
1013,5.0,Canyon_de_Chelly_NM,2015_10
1014,1.0,Canyon_de_Chelly_NM,2015_11
1015,6.0,Canyon_de_Chelly_NM,2015_12
