SCIENCE AND INDUSTRY MANCHESTER	(-2.2558285256917907, 53.477116179685346)	206.764655408	[(-2.2542447, 53.476532), (-2.2530656, 53.4762777), (-2.2528556, 53.4765926), (-2.2540688, 53.4769001), (-2.2542471, 53.4769356), (-2.2541509, 53.4771301), (-2.2540624, 53.4773148), (-2.2541469, 53.4773265), (-2.255618, 53.4775787), (-2.2558563, 53.4776035), (-2.2559782, 53.4774001), (-2.2571101, 53.4776119), (-2.2581454, 53.4777892), (-2.2581492, 53.4777301), (-2.2583068, 53.4777346), (-2.2583177, 53.4776724), (-2.2585146, 53.4775116), (-2.2586527, 53.4774159), (-2.2586829, 53.477395), (-2.2588216, 53.4774318), (-2.2588681, 53.4774331), (-2.2589292, 53.4773468), (-2.2589326, 53.4773381), (-2.2589208, 53.4773284), (-2.2589072, 53.4773207), (-2.2574982, 53.4770732), (-2.2567537, 53.4769531), (-2.2565279, 53.4769148), (-2.2565025, 53.4769092), (-2.2546748, 53.4765968), (-2.2545741, 53.476625), (-2.2542447, 53.476532)]
SCIENCE LOCOMOTION SHILDON	(-1.6299809476169558, 54.624048461178724)	83.7367168797	[(-1.6310583, 54.6244126), (-1.6309602, 54.6245402), (-1.6287095, 54.6239234), (-1.6289946, 54.6235568), (-1.6312582, 54.6241739), (-1.6310583, 54.6244126)]
SCIENCE NATIONAL MEDIA MUSEUM1	(-1.7558603601664886, 53.79069947575433)	56.2576392456	[(-1.7566761, 53.7907626), (-1.7559957, 53.7905254), (-1.7559402, 53.7904987), (-1.7560153, 53.7904084), (-1.7558034, 53.7903339), (-1.755495, 53.7906461), (-1.7554154, 53.790668), (-1.7553448, 53.7905954), (-1.7551436, 53.7906556), (-1.7551269, 53.7906672), (-1.7550077, 53.7907503), (-1.7553823, 53.7909265), (-1.7555459, 53.7908568), (-1.7554735, 53.7907427), (-1.7555432, 53.7907301), (-1.7556183, 53.790814), (-1.7556559, 53.7907792), (-1.7557015, 53.7907792), (-1.7557525, 53.7907792), (-1.7558034, 53.7907855), (-1.7558624, 53.7908014), (-1.755908, 53.7908251), (-1.7559456, 53.7908457), (-1.7560126, 53.7908758), (-1.7560699, 53.7908929), (-1.7561423, 53.7909135), (-1.7562272, 53.7908869), (-1.7562952, 53.7909009), (-1.7563828, 53.7909123), (-1.7564391, 53.790917), (-1.7564874, 53.7909186), (-1.7565142, 53.7909186), (-1.7566761, 53.7907626)]
SCIENCE NATIONAL MEDIA MUSEUM2	(-1.7566125499999996, 53.79036704999999)	44.1530699743	[(-1.756549, 53.7899715), (-1.7559957, 53.7905254), (-1.7566761, 53.7907626), (-1.7572294, 53.7902087), (-1.756549, 53.7899715)]
SCIENCE SOUTH KENSINGTON	(-0.17600857130876982, 51.4972440049151)	158.485796626	[(-0.1782258, 51.4968853), (-0.1782963, 51.4972814), (-0.1774108, 51.4973425), (-0.1773854, 51.4971997), (-0.1771629, 51.4972151), (-0.1760832, 51.4972897), (-0.1751845, 51.4973517), (-0.1751968, 51.4974205), (-0.1750895, 51.4974279), (-0.1751284, 51.4976463), (-0.1749691, 51.4976573), (-0.175015, 51.4978934), (-0.17489, 51.497907), (-0.1748459, 51.4976595), (-0.1741791, 51.4977055), (-0.1740839, 51.4971712), (-0.1745087, 51.4971416), (-0.1746341, 51.4971315), (-0.1782258, 51.4968853)]
SIR JOHN SOANES	(-0.11742631967077193, 51.517010240195006)	10.0050790651	[(-0.1173375, 51.5170792), (-0.1173282, 51.5170645), (-0.1172843, 51.5169952), (-0.1175179, 51.5169431), (-0.1175697, 51.5170223), (-0.1173375, 51.5170792)]
TATE BRITAIN	(-0.12769012398677768, 51.49111712620415)	106.394996029	[(-0.1289126, 51.4909661), (-0.1287048, 51.4912147), (-0.1287649, 51.4912342), (-0.128608, 51.491422), (-0.1285478, 51.4914025), (-0.1283458, 51.4916443), (-0.1272836, 51.4913012), (-0.1269158, 51.4917489), (-0.1263284, 51.4915619), (-0.1265055, 51.4913463), (-0.1268162, 51.4914452), (-0.1269936, 51.4912293), (-0.1268213, 51.4911744), (-0.1269597, 51.4910061), (-0.1270234, 51.4909285), (-0.1268267, 51.4908635), (-0.1268947, 51.4907827), (-0.1269673, 51.4906964), (-0.1270073, 51.4906595), (-0.1270248, 51.4906468), (-0.1270481, 51.490644), (-0.127083, 51.4906504), (-0.1270918, 51.490664), (-0.1270874, 51.4906821), (-0.1271864, 51.4907066), (-0.1273648, 51.4904731), (-0.1275623, 51.4905234), (-0.127555, 51.490537), (-0.1281569, 51.4907254), (-0.1289126, 51.4909661)]
TATE LIVERPOOL1	(-2.993880737235779, 53.39988200120582)	125.230806671	[(-2.9931493, 53.399122), (-2.9930099, 53.398904), (-2.9930466, 53.3988797), (-2.9933533, 53.3988021), (-2.9933933, 53.3987999), (-2.9934509, 53.3988156), (-2.9937019, 53.3991952), (-2.9934793, 53.3992474), (-2.99361, 53.3994454), (-2.9938471, 53.3993898), (-2.9940465, 53.3996919), (-2.9938195, 53.3997451), (-2.9939802, 53.3999888), (-2.9942052, 53.3999361), (-2.9943983, 53.4002292), (-2.9941709, 53.4002825), (-2.9943359, 53.4005331), (-2.9945593, 53.4004809), (-2.9948107, 53.4008631), (-2.9943626, 53.4009679), (-2.9931493, 53.399122)]
TATE LIVERPOOL2	(-2.9920351551997153, 53.39927882776729)	76.8505061686	[(-2.990946, 53.3993861), (-2.991591, 53.3991842), (-2.9917524, 53.3993723), (-2.9919241, 53.399321), (-2.9921367, 53.3992574), (-2.991974, 53.39907), (-2.9920383, 53.3990496), (-2.9920771, 53.3990373), (-2.9926073, 53.3988693), (-2.9927212, 53.3989939), (-2.9930099, 53.398904), (-2.9931493, 53.399122), (-2.991238, 53.3997185), (-2.9912301, 53.3997096), (-2.9911179, 53.3995827), (-2.9910318, 53.3994854), (-2.990946, 53.3993861)]
TATE MODERN	(-0.09941256729973051, 51.5076068030106)	92.1452042737	[(-0.1005582, 51.5075594), (-0.1005449, 51.5076924), (-0.1005169, 51.5079077), (-0.1005076, 51.5079806), (-0.099409, 51.5079191), (-0.0994047, 51.5079489), (-0.0993236, 51.5079442), (-0.0992422, 51.5079389), (-0.099246, 51.5079088), (-0.098144, 51.5078601), (-0.098154, 51.5077974), (-0.0982249, 51.5073514), (-0.0986876, 51.507379), (-0.0987036, 51.5072313), (-0.0993806, 51.5072683), (-0.1001356, 51.5072879), (-0.1005184, 51.5073063), (-0.1005061, 51.507454), (-0.1005668, 51.5074569), (-0.1005582, 51.5075594)]
TATE ST IVES	(-5.482321159502691, 50.21482458547577)	30.6028532698	[(-5.4821711, 50.2147161), (-5.4819887, 50.214759), (-5.4820316, 50.214838), (-5.481935, 50.2148569), (-5.4819645, 50.2149787), (-5.482104, 50.2149736), (-5.4824137, 50.2149037), (-5.4824113, 50.2148876), (-5.4824426, 50.214883), (-5.4825546, 50.2149272), (-5.4826262, 50.2149513), (-5.4826414, 50.2148946), (-5.482669, 50.2148869), (-5.4827075, 50.2148569), (-5.482715, 50.2148123), (-5.48268, 50.2147652), (-5.4826187, 50.2147474), (-5.4826346, 50.2147109), (-5.4825446, 50.2146994), (-5.4824956, 50.2146646), (-5.4821711, 50.2147161)]
WALLACE COLLECTION	(-0.1530513331851323, 51.517505791091)	34.4516759677	[(-0.1534262, 51.51771), (-0.1529162, 51.5177949), (-0.1526845, 51.5173153), (-0.1528929, 51.5172742), (-0.1528795, 51.5172478), (-0.1528655, 51.5172202), (-0.1529412, 51.5172054), (-0.1529555, 51.5172336), (-0.15297, 51.5172621), (-0.1531835, 51.5172203), (-0.1534262, 51.51771)]
